9.998144000000000000e+06 0.000000000000000000e+00 1.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.998103000000000000e+06 3.300000000000000000e+01 9.400000000000000000e+01 4.000000000000000000e+00 1.000000000000000000e+01 0.000000000000000000e+00
9.998069000000000000e+06 5.000000000000000000e+01 8.800000000000000000e+01 1.200000000000000000e+01 2.500000000000000000e+01 0.000000000000000000e+00
9.998032000000000000e+06 6.200000000000000000e+01 7.800000000000000000e+01 1.700000000000000000e+01 5.500000000000000000e+01 4.000000000000000000e+00
9.998000000000000000e+06 7.100000000000000000e+01 6.700000000000000000e+01 2.400000000000000000e+01 8.200000000000000000e+01 1.200000000000000000e+01
9.997982000000000000e+06 5.600000000000000000e+01 6.300000000000000000e+01 2.900000000000000000e+01 1.140000000000000000e+02 2.400000000000000000e+01
9.997964000000000000e+06 5.500000000000000000e+01 5.600000000000000000e+01 2.000000000000000000e+01 1.490000000000000000e+02 4.700000000000000000e+01
9.997945000000000000e+06 4.800000000000000000e+01 5.300000000000000000e+01 1.900000000000000000e+01 1.790000000000000000e+02 6.800000000000000000e+01
9.997933000000000000e+06 3.600000000000000000e+01 4.900000000000000000e+01 2.300000000000000000e+01 2.030000000000000000e+02 9.200000000000000000e+01
9.997919000000000000e+06 2.800000000000000000e+01 4.600000000000000000e+01 2.000000000000000000e+01 2.310000000000000000e+02 1.170000000000000000e+02
9.997900000000000000e+06 3.000000000000000000e+01 4.300000000000000000e+01 1.900000000000000000e+01 2.520000000000000000e+02 1.330000000000000000e+02
9.997891000000000000e+06 2.400000000000000000e+01 3.900000000000000000e+01 1.500000000000000000e+01 2.750000000000000000e+02 1.580000000000000000e+02
9.997885000000000000e+06 2.000000000000000000e+01 3.400000000000000000e+01 9.000000000000000000e+00 2.960000000000000000e+02 1.770000000000000000e+02
9.997882000000000000e+06 1.400000000000000000e+01 2.500000000000000000e+01 9.000000000000000000e+00 3.140000000000000000e+02 1.930000000000000000e+02
9.997876000000000000e+06 1.600000000000000000e+01 2.400000000000000000e+01 3.000000000000000000e+00 3.250000000000000000e+02 2.140000000000000000e+02
9.997866000000000000e+06 1.700000000000000000e+01 1.700000000000000000e+01 3.000000000000000000e+00 3.410000000000000000e+02 2.330000000000000000e+02
9.997863000000000000e+06 1.300000000000000000e+01 1.300000000000000000e+01 8.000000000000000000e+00 3.470000000000000000e+02 2.430000000000000000e+02
9.997860000000000000e+06 9.000000000000000000e+00 7.000000000000000000e+00 8.000000000000000000e+00 3.600000000000000000e+02 2.570000000000000000e+02
9.997858000000000000e+06 8.000000000000000000e+00 8.000000000000000000e+00 4.000000000000000000e+00 3.660000000000000000e+02 2.660000000000000000e+02
9.997857000000000000e+06 4.000000000000000000e+00 1.000000000000000000e+01 4.000000000000000000e+00 3.690000000000000000e+02 2.760000000000000000e+02
9.997856000000000000e+06 2.000000000000000000e+00 1.100000000000000000e+01 3.000000000000000000e+00 3.720000000000000000e+02 2.830000000000000000e+02
9.997854000000000000e+06 2.000000000000000000e+00 7.000000000000000000e+00 3.000000000000000000e+00 3.780000000000000000e+02 2.880000000000000000e+02
9.997851000000000000e+06 4.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+00 3.840000000000000000e+02 2.920000000000000000e+02
