9.998144000000000000e+06 0.000000000000000000e+00 1.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.998061000000000000e+06 6.700000000000000000e+01 1.030000000000000000e+02 9.000000000000000000e+00 4.000000000000000000e+00 0.000000000000000000e+00
9.997986000000000000e+06 1.070000000000000000e+02 9.900000000000000000e+01 2.500000000000000000e+01 2.700000000000000000e+01 0.000000000000000000e+00
9.997902000000000000e+06 1.430000000000000000e+02 9.200000000000000000e+01 4.700000000000000000e+01 6.000000000000000000e+01 0.000000000000000000e+00
9.997830000000000000e+06 1.430000000000000000e+02 9.800000000000000000e+01 8.200000000000000000e+01 9.100000000000000000e+01 0.000000000000000000e+00
9.997713000000000000e+06 1.770000000000000000e+02 1.100000000000000000e+02 1.130000000000000000e+02 1.310000000000000000e+02 0.000000000000000000e+00
9.997581000000000000e+06 2.170000000000000000e+02 1.290000000000000000e+02 1.460000000000000000e+02 1.710000000000000000e+02 0.000000000000000000e+00
9.997436000000000000e+06 2.540000000000000000e+02 1.500000000000000000e+02 1.750000000000000000e+02 2.290000000000000000e+02 0.000000000000000000e+00
9.997241000000000000e+06 3.140000000000000000e+02 1.830000000000000000e+02 2.020000000000000000e+02 3.040000000000000000e+02 0.000000000000000000e+00
9.997042000000000000e+06 3.610000000000000000e+02 2.120000000000000000e+02 2.360000000000000000e+02 3.930000000000000000e+02 0.000000000000000000e+00
9.996795000000000000e+06 4.180000000000000000e+02 2.510000000000000000e+02 3.060000000000000000e+02 4.740000000000000000e+02 0.000000000000000000e+00
9.996506000000000000e+06 5.020000000000000000e+02 2.850000000000000000e+02 3.480000000000000000e+02 6.030000000000000000e+02 0.000000000000000000e+00
9.996194000000000000e+06 5.610000000000000000e+02 3.330000000000000000e+02 4.210000000000000000e+02 7.350000000000000000e+02 0.000000000000000000e+00
9.995784000000000000e+06 6.840000000000000000e+02 3.940000000000000000e+02 4.900000000000000000e+02 8.920000000000000000e+02 0.000000000000000000e+00
9.995268000000000000e+06 8.420000000000000000e+02 5.040000000000000000e+02 5.590000000000000000e+02 1.071000000000000000e+03 0.000000000000000000e+00
9.994727000000000000e+06 9.860000000000000000e+02 6.140000000000000000e+02 6.280000000000000000e+02 1.289000000000000000e+03 0.000000000000000000e+00
9.993992000000000000e+06 1.207000000000000000e+03 7.370000000000000000e+02 7.320000000000000000e+02 1.576000000000000000e+03 0.000000000000000000e+00
9.993164000000000000e+06 1.405000000000000000e+03 8.900000000000000000e+02 9.320000000000000000e+02 1.853000000000000000e+03 0.000000000000000000e+00
9.992149000000000000e+06 1.656000000000000000e+03 1.055000000000000000e+03 1.163000000000000000e+03 2.221000000000000000e+03 0.000000000000000000e+00
9.990952000000000000e+06 2.028000000000000000e+03 1.229000000000000000e+03 1.345000000000000000e+03 2.690000000000000000e+03 0.000000000000000000e+00
9.989602000000000000e+06 2.347000000000000000e+03 1.459000000000000000e+03 1.573000000000000000e+03 3.263000000000000000e+03 0.000000000000000000e+00
9.989334000000000000e+06 1.629000000000000000e+03 1.645000000000000000e+03 1.744000000000000000e+03 3.892000000000000000e+03 0.000000000000000000e+00
9.989038000000000000e+06 1.160000000000000000e+03 1.670000000000000000e+03 1.162000000000000000e+03 5.214000000000000000e+03 1.000000000000000000e+03
9.988779000000000000e+06 8.670000000000000000e+02 1.528000000000000000e+03 6.640000000000000000e+02 6.406000000000000000e+03 2.000000000000000000e+03
9.988551000000000000e+06 6.470000000000000000e+02 1.312000000000000000e+03 7.010000000000000000e+02 7.033000000000000000e+03 2.380000000000000000e+03
